Serial;Counter;Valid uses;Volume (ml);Uses Left;Last Used;Status;Beverage Used
M-15-00000333-50-26.12.31-SECD-23FF45EE;00000333;;;;;;
M-15-00000334-50-26.12.31-SECD-23FF45EE;00000334;;;;;;
M-15-00000335-50-26.12.31-SECD-23FF45EE;00000335;;;;;;
M-15-00000336-50-26.12.31-SECD-23FF45EE;00000336;;;;;;
M-15-00000337-50-26.12.31-SECD-23FF45EE;00000337;;;;;;
M-15-00000338-50-26.12.31-SECD-23FF45EE;00000338;;;;;;
M-15-00000339-50-26.12.31-SECD-23FF45EE;00000339;;;;;;
M-15-00000340-50-26.12.31-SECD-23FF45EE;00000340;;;;;;
M-15-00000341-50-26.12.31-SECD-23FF45EE;00000341;;;;;;
M-15-00000342-50-26.12.31-SECD-23FF45EE;00000342;;;;;;
M-15-00000343-50-26.12.31-SECD-23FF45EE;00000343;;;;;;
M-15-00000344-50-26.12.31-SECD-23FF45EE;00000344;;;;;;
M-15-00000345-50-26.12.31-SECD-23FF45EE;00000345;;;;;;
M-15-00000346-50-26.12.31-SECD-23FF45EE;00000346;;;;;;
M-15-00000347-50-26.12.31-SECD-23FF45EE;00000347;;;;;;
M-15-00000348-50-26.12.31-SECD-23FF45EE;00000348;;;;;;
M-15-00000349-50-26.12.31-SECD-23FF45EE;00000349;;;;;;
M-15-00000350-50-26.12.31-SECD-23FF45EE;00000350;;;;;;
M-15-00000351-50-26.12.31-SECD-23FF45EE;00000351;;;;;;
M-15-00000352-50-26.12.31-SECD-23FF45EE;00000352;;;;;;
M-15-00000353-50-26.12.31-SECD-23FF45EE;00000353;;;;;;
M-15-00000354-50-26.12.31-SECD-23FF45EE;00000354;;;;;;
M-15-00000355-50-26.12.31-SECD-23FF45EE;00000355;;;;;;
M-15-00000356-50-26.12.31-SECD-23FF45EE;00000356;;;;;;
M-15-00000357-50-26.12.31-SECD-23FF45EE;00000357;;;;;;
M-15-00000358-50-26.12.31-SECD-23FF45EE;00000358;;;;;;
M-15-00000359-50-26.12.31-SECD-23FF45EE;00000359;;;;;;
M-15-00000360-50-26.12.31-SECD-23FF45EE;00000360;;;;;;
M-15-00000361-50-26.12.31-SECD-23FF45EE;00000361;;;;;;
M-15-00000362-50-26.12.31-SECD-23FF45EE;00000362;;;;;;
M-15-00000363-50-26.12.31-SECD-23FF45EE;00000363;;;;;;
M-15-00000364-50-26.12.31-SECD-23FF45EE;00000364;;;;;;
M-15-00000365-50-26.12.31-SECD-23FF45EE;00000365;;;;;;
M-15-00000366-50-26.12.31-SECD-23FF45EE;00000366;;;;;;
M-15-00000367-50-26.12.31-SECD-23FF45EE;00000367;;;;;;
M-15-00000368-50-26.12.31-SECD-23FF45EE;00000368;;;;;;
M-15-00000369-50-26.12.31-SECD-23FF45EE;00000369;;;;;;
M-15-00000370-50-26.12.31-SECD-23FF45EE;00000370;;;;;;
M-15-00000371-50-26.12.31-SECD-23FF45EE;00000371;;;;;;
M-15-00000372-50-26.12.31-SECD-23FF45EE;00000372;;;;;;
M-15-00000373-50-26.12.31-SECD-23FF45EE;00000373;;;;;;
M-15-00000374-50-26.12.31-SECD-23FF45EE;00000374;;;;;;
M-15-00000375-50-26.12.31-SECD-23FF45EE;00000375;;;;;;
M-15-00000376-50-26.12.31-SECD-23FF45EE;00000376;;;;;;
M-15-00000377-50-26.12.31-SECD-23FF45EE;00000377;;;;;;
M-15-00000378-50-26.12.31-SECD-23FF45EE;00000378;;;;;;
M-15-00000379-50-26.12.31-SECD-23FF45EE;00000379;;;;;;
M-15-00000380-50-26.12.31-SECD-23FF45EE;00000380;;;;;;
M-15-00000381-50-26.12.31-SECD-23FF45EE;00000381;;;;;;
M-15-00000382-50-26.12.31-SECD-23FF45EE;00000382;;;;;;
M-15-00000383-50-26.12.31-SECD-23FF45EE;00000383;;;;;;
M-15-00000384-50-26.12.31-SECD-23FF45EE;00000384;;;;;;
M-15-00000385-50-26.12.31-SECD-23FF45EE;00000385;;;;;;
M-15-00000386-50-26.12.31-SECD-23FF45EE;00000386;;;;;;
M-15-00000387-50-26.12.31-SECD-23FF45EE;00000387;;;;;;
M-15-00000388-50-26.12.31-SECD-23FF45EE;00000388;;;;;;
M-15-00000389-50-26.12.31-SECD-23FF45EE;00000389;;;;;;
M-15-00000390-50-26.12.31-SECD-23FF45EE;00000390;;;;;;
M-15-00000391-50-26.12.31-SECD-23FF45EE;00000391;;;;;;
M-15-00000392-50-26.12.31-SECD-23FF45EE;00000392;;;;;;
M-15-00000393-50-26.12.31-SECD-23FF45EE;00000393;;;;;;
M-15-00000394-50-26.12.31-SECD-23FF45EE;00000394;;;;;;
M-15-00000395-50-26.12.31-SECD-23FF45EE;00000395;;;;;;
M-15-00000396-50-26.12.31-SECD-23FF45EE;00000396;;;;;;
M-15-00000397-50-26.12.31-SECD-23FF45EE;00000397;;;;;;
M-15-00000398-50-26.12.31-SECD-23FF45EE;00000398;;;;;;
M-15-00000399-50-26.12.31-SECD-23FF45EE;00000399;;;;;;
M-15-00000400-50-26.12.31-SECD-23FF45EE;00000400;;;;;;
M-15-00000401-50-26.12.31-SECD-23FF45EE;00000401;;;;;;
M-15-00000402-50-26.12.31-SECD-23FF45EE;00000402;;;;;;
M-15-00000403-50-26.12.31-SECD-23FF45EE;00000403;;;;;;
M-15-00000404-50-26.12.31-SECD-23FF45EE;00000404;;;;;;
M-15-00000405-50-26.12.31-SECD-23FF45EE;00000405;;;;;;
M-15-00000406-50-26.12.31-SECD-23FF45EE;00000406;;;;;;
M-15-00000407-50-26.12.31-SECD-23FF45EE;00000407;;;;;;
M-15-00000408-50-26.12.31-SECD-23FF45EE;00000408;;;;;;
M-15-00000409-50-26.12.31-SECD-23FF45EE;00000409;;;;;;
M-15-00000410-50-26.12.31-SECD-23FF45EE;00000410;;;;;;
M-15-00000411-50-26.12.31-SECD-23FF45EE;00000411;;;;;;
M-15-00000412-50-26.12.31-SECD-23FF45EE;00000412;;;;;;
M-15-00000413-50-26.12.31-SECD-23FF45EE;00000413;;;;;;
M-15-00000414-50-26.12.31-SECD-23FF45EE;00000414;;;;;;
M-15-00000415-50-26.12.31-SECD-23FF45EE;00000415;;;;;;
M-15-00000416-50-26.12.31-SECD-23FF45EE;00000416;;;;;;
M-15-00000417-50-26.12.31-SECD-23FF45EE;00000417;;;;;;
M-15-00000418-50-26.12.31-SECD-23FF45EE;00000418;;;;;;
M-15-00000419-50-26.12.31-SECD-23FF45EE;00000419;;;;;;
M-15-00000420-50-26.12.31-SECD-23FF45EE;00000420;;;;;;
M-15-00000421-50-26.12.31-SECD-23FF45EE;00000421;;;;;;
M-15-00000422-50-26.12.31-SECD-23FF45EE;00000422;;;;;;
M-15-00000423-50-26.12.31-SECD-23FF45EE;00000423;;;;;;
M-15-00000424-50-26.12.31-SECD-23FF45EE;00000424;;;;;;
M-15-00000425-50-26.12.31-SECD-23FF45EE;00000425;;;;;;
M-15-00000426-50-26.12.31-SECD-23FF45EE;00000426;;;;;;
M-15-00000427-50-26.12.31-SECD-23FF45EE;00000427;;;;;;
M-15-00000428-50-26.12.31-SECD-23FF45EE;00000428;;;;;;
M-15-00000429-50-26.12.31-SECD-23FF45EE;00000429;;;;;;
M-15-00000430-50-26.12.31-SECD-23FF45EE;00000430;;;;;;
M-15-00000431-50-26.12.31-SECD-23FF45EE;00000431;;;;;;
M-15-00000432-50-26.12.31-SECD-23FF45EE;00000432;;;;;;
M-15-00000433-50-26.12.31-SECD-23FF45EE;00000433;;;;;;
M-15-00000434-50-26.12.31-SECD-23FF45EE;00000434;;;;;;
M-15-00000435-50-26.12.31-SECD-23FF45EE;00000435;;;;;;
M-15-00000436-50-26.12.31-SECD-23FF45EE;00000436;;;;;;
M-15-00000437-50-26.12.31-SECD-23FF45EE;00000437;;;;;;
M-15-00000438-50-26.12.31-SECD-23FF45EE;00000438;;;;;;
M-15-00000439-50-26.12.31-SECD-23FF45EE;00000439;;;;;;
M-15-00000440-50-26.12.31-SECD-23FF45EE;00000440;;;;;;
M-15-00000441-50-26.12.31-SECD-23FF45EE;00000441;;;;;;
M-15-00000442-50-26.12.31-SECD-23FF45EE;00000442;;;;;;
M-15-00000443-50-26.12.31-SECD-23FF45EE;00000443;;;;;;
M-15-00000444-50-26.12.31-SECD-23FF45EE;00000444;;;;;;
M-15-00000445-50-26.12.31-SECD-23FF45EE;00000445;;;;;;
M-15-00000446-50-26.12.31-SECD-23FF45EE;00000446;;;;;;
M-15-00000447-50-26.12.31-SECD-23FF45EE;00000447;;;;;;
M-15-00000448-50-26.12.31-SECD-23FF45EE;00000448;;;;;;
M-15-00000449-50-26.12.31-SECD-23FF45EE;00000449;;;;;;
M-15-00000450-50-26.12.31-SECD-23FF45EE;00000450;;;;;;
M-15-00000451-50-26.12.31-SECD-23FF45EE;00000451;;;;;;
M-15-00000452-50-26.12.31-SECD-23FF45EE;00000452;;;;;;
M-15-00000453-50-26.12.31-SECD-23FF45EE;00000453;;;;;;
M-15-00000454-50-26.12.31-SECD-23FF45EE;00000454;;;;;;
M-15-00000455-50-26.12.31-SECD-23FF45EE;00000455;;;;;;
M-15-00000456-50-26.12.31-SECD-23FF45EE;00000456;;;;;;
M-15-00000457-50-26.12.31-SECD-23FF45EE;00000457;;;;;;
M-15-00000458-50-26.12.31-SECD-23FF45EE;00000458;;;;;;
M-15-00000459-50-26.12.31-SECD-23FF45EE;00000459;;;;;;
M-15-00000460-50-26.12.31-SECD-23FF45EE;00000460;;;;;;
M-15-00000461-50-26.12.31-SECD-23FF45EE;00000461;;;;;;
M-15-00000462-50-26.12.31-SECD-23FF45EE;00000462;;;;;;
M-15-00000463-50-26.12.31-SECD-23FF45EE;00000463;;;;;;
M-15-00000464-50-26.12.31-SECD-23FF45EE;00000464;;;;;;
M-15-00000465-50-26.12.31-SECD-23FF45EE;00000465;;;;;;
M-15-00000466-50-26.12.31-SECD-23FF45EE;00000466;;;;;;
M-15-00000467-50-26.12.31-SECD-23FF45EE;00000467;;;;;;
M-15-00000468-50-26.12.31-SECD-23FF45EE;00000468;;;;;;
M-15-00000469-50-26.12.31-SECD-23FF45EE;00000469;;;;;;
M-15-00000470-50-26.12.31-SECD-23FF45EE;00000470;;;;;;
M-15-00000471-50-26.12.31-SECD-23FF45EE;00000471;;;;;;
M-15-00000472-50-26.12.31-SECD-23FF45EE;00000472;;;;;;
M-15-00000473-50-26.12.31-SECD-23FF45EE;00000473;;;;;;
M-15-00000474-50-26.12.31-SECD-23FF45EE;00000474;;;;;;
M-15-00000475-50-26.12.31-SECD-23FF45EE;00000475;;;;;;
M-15-00000476-50-26.12.31-SECD-23FF45EE;00000476;;;;;;
M-15-00000477-50-26.12.31-SECD-23FF45EE;00000477;;;;;;
M-15-00000478-50-26.12.31-SECD-23FF45EE;00000478;;;;;;
M-15-00000479-50-26.12.31-SECD-23FF45EE;00000479;;;;;;
M-15-00000480-50-26.12.31-SECD-23FF45EE;00000480;;;;;;
M-15-00000481-50-26.12.31-SECD-23FF45EE;00000481;;;;;;
M-15-00000482-50-26.12.31-SECD-23FF45EE;00000482;;;;;;
M-15-00000483-50-26.12.31-SECD-23FF45EE;00000483;;;;;;
M-15-00000484-50-26.12.31-SECD-23FF45EE;00000484;;;;;;
M-15-00000485-50-26.12.31-SECD-23FF45EE;00000485;;;;;;
M-15-00000486-50-26.12.31-SECD-23FF45EE;00000486;;;;;;
M-15-00000487-50-26.12.31-SECD-23FF45EE;00000487;;;;;;
M-15-00000488-50-26.12.31-SECD-23FF45EE;00000488;;;;;;
M-15-00000489-50-26.12.31-SECD-23FF45EE;00000489;;;;;;
M-15-00000490-50-26.12.31-SECD-23FF45EE;00000490;;;;;;
M-15-00000491-50-26.12.31-SECD-23FF45EE;00000491;;;;;;
M-15-00000492-50-26.12.31-SECD-23FF45EE;00000492;;;;;;
M-15-00000493-50-26.12.31-SECD-23FF45EE;00000493;;;;;;
M-15-00000494-50-26.12.31-SECD-23FF45EE;00000494;;;;;;
M-15-00000495-50-26.12.31-SECD-23FF45EE;00000495;;;;;;
M-15-00000496-50-26.12.31-SECD-23FF45EE;00000496;;;;;;
M-15-00000497-50-26.12.31-SECD-23FF45EE;00000497;;;;;;
M-15-00000498-50-26.12.31-SECD-23FF45EE;00000498;;;;;;
M-15-00000499-50-26.12.31-SECD-23FF45EE;00000499;;;;;;
M-15-00000500-50-26.12.31-SECD-23FF45EE;00000500;;;;;;
M-15-00000501-50-26.12.31-SECD-23FF45EE;00000501;;;;;;
M-15-00000502-50-26.12.31-SECD-23FF45EE;00000502;;;;;;
M-15-00000503-50-26.12.31-SECD-23FF45EE;00000503;;;;;;
M-15-00000504-50-26.12.31-SECD-23FF45EE;00000504;;;;;;
M-15-00000505-50-26.12.31-SECD-23FF45EE;00000505;;;;;;
M-15-00000506-50-26.12.31-SECD-23FF45EE;00000506;;;;;;
M-15-00000507-50-26.12.31-SECD-23FF45EE;00000507;;;;;;
M-15-00000508-50-26.12.31-SECD-23FF45EE;00000508;;;;;;
M-15-00000509-50-26.12.31-SECD-23FF45EE;00000509;;;;;;
M-15-00000510-50-26.12.31-SECD-23FF45EE;00000510;;;;;;
M-15-00000511-50-26.12.31-SECD-23FF45EE;00000511;;;;;;
M-15-00000512-50-26.12.31-SECD-23FF45EE;00000512;;;;;;
M-15-00000513-50-26.12.31-SECD-23FF45EE;00000513;;;;;;
M-15-00000514-50-26.12.31-SECD-23FF45EE;00000514;;;;;;
M-15-00000515-50-26.12.31-SECD-23FF45EE;00000515;;;;;;
M-15-00000516-50-26.12.31-SECD-23FF45EE;00000516;;;;;;
M-15-00000517-50-26.12.31-SECD-23FF45EE;00000517;;;;;;
M-15-00000518-50-26.12.31-SECD-23FF45EE;00000518;;;;;;
M-15-00000519-50-26.12.31-SECD-23FF45EE;00000519;;;;;;
M-15-00000520-50-26.12.31-SECD-23FF45EE;00000520;;;;;;
M-15-00000521-50-26.12.31-SECD-23FF45EE;00000521;;;;;;
M-15-00000522-50-26.12.31-SECD-23FF45EE;00000522;;;;;;
M-15-00000523-50-26.12.31-SECD-23FF45EE;00000523;;;;;;
M-15-00000524-50-26.12.31-SECD-23FF45EE;00000524;;;;;;
M-15-00000525-50-26.12.31-SECD-23FF45EE;00000525;;;;;;
M-15-00000526-50-26.12.31-SECD-23FF45EE;00000526;;;;;;
M-15-00000527-50-26.12.31-SECD-23FF45EE;00000527;;;;;;
M-15-00000528-50-26.12.31-SECD-23FF45EE;00000528;;;;;;
M-15-00000529-50-26.12.31-SECD-23FF45EE;00000529;;;;;;
M-15-00000530-50-26.12.31-SECD-23FF45EE;00000530;;;;;;
M-15-00000531-50-26.12.31-SECD-23FF45EE;00000531;;;;;;
M-15-00000532-50-26.12.31-SECD-23FF45EE;00000532;;;;;;
M-15-00000533-50-26.12.31-SECD-23FF45EE;00000533;;;;;;
M-15-00000534-50-26.12.31-SECD-23FF45EE;00000534;;;;;;
M-15-00000535-50-26.12.31-SECD-23FF45EE;00000535;;;;;;
M-15-00000536-50-26.12.31-SECD-23FF45EE;00000536;;;;;;
M-15-00000537-50-26.12.31-SECD-23FF45EE;00000537;;;;;;
M-15-00000538-50-26.12.31-SECD-23FF45EE;00000538;;;;;;
M-15-00000539-50-26.12.31-SECD-23FF45EE;00000539;;;;;;
M-15-00000540-50-26.12.31-SECD-23FF45EE;00000540;;;;;;
M-15-00000541-50-26.12.31-SECD-23FF45EE;00000541;;;;;;
M-15-00000542-50-26.12.31-SECD-23FF45EE;00000542;;;;;;
M-15-00000543-50-26.12.31-SECD-23FF45EE;00000543;;;;;;
M-15-00000544-50-26.12.31-SECD-23FF45EE;00000544;;;;;;
M-15-00000545-50-26.12.31-SECD-23FF45EE;00000545;;;;;;
M-15-00000546-50-26.12.31-SECD-23FF45EE;00000546;;;;;;
M-15-00000547-50-26.12.31-SECD-23FF45EE;00000547;;;;;;
M-15-00000548-50-26.12.31-SECD-23FF45EE;00000548;;;;;;
M-15-00000549-50-26.12.31-SECD-23FF45EE;00000549;;;;;;
M-15-00000550-50-26.12.31-SECD-23FF45EE;00000550;;;;;;
M-15-00000551-50-26.12.31-SECD-23FF45EE;00000551;;;;;;
M-15-00000552-50-26.12.31-SECD-23FF45EE;00000552;;;;;;
M-15-00000553-50-26.12.31-SECD-23FF45EE;00000553;;;;;;
M-15-00000554-50-26.12.31-SECD-23FF45EE;00000554;;;;;;
M-15-00000555-50-26.12.31-SECD-23FF45EE;00000555;;;;;;
M-15-00000556-50-26.12.31-SECD-23FF45EE;00000556;;;;;;
M-15-00000557-50-26.12.31-SECD-23FF45EE;00000557;;;;;;
M-15-00000558-50-26.12.31-SECD-23FF45EE;00000558;;;;;;
M-15-00000559-50-26.12.31-SECD-23FF45EE;00000559;;;;;;
M-15-00000560-50-26.12.31-SECD-23FF45EE;00000560;;;;;;
M-15-00000561-50-26.12.31-SECD-23FF45EE;00000561;;;;;;
M-15-00000562-50-26.12.31-SECD-23FF45EE;00000562;;;;;;
M-15-00000563-50-26.12.31-SECD-23FF45EE;00000563;;;;;;
M-15-00000564-50-26.12.31-SECD-23FF45EE;00000564;;;;;;
M-15-00000565-50-26.12.31-SECD-23FF45EE;00000565;;;;;;
M-15-00000566-50-26.12.31-SECD-23FF45EE;00000566;;;;;;
M-15-00000567-50-26.12.31-SECD-23FF45EE;00000567;;;;;;
M-15-00000568-50-26.12.31-SECD-23FF45EE;00000568;;;;;;
M-15-00000569-50-26.12.31-SECD-23FF45EE;00000569;;;;;;
M-15-00000570-50-26.12.31-SECD-23FF45EE;00000570;;;;;;
M-15-00000571-50-26.12.31-SECD-23FF45EE;00000571;;;;;;
M-15-00000572-50-26.12.31-SECD-23FF45EE;00000572;;;;;;
M-15-00000573-50-26.12.31-SECD-23FF45EE;00000573;;;;;;
M-15-00000574-50-26.12.31-SECD-23FF45EE;00000574;;;;;;
M-15-00000575-50-26.12.31-SECD-23FF45EE;00000575;;;;;;
M-15-00000576-50-26.12.31-SECD-23FF45EE;00000576;;;;;;
M-15-00000577-50-26.12.31-SECD-23FF45EE;00000577;;;;;;
M-15-00000578-50-26.12.31-SECD-23FF45EE;00000578;;;;;;
M-15-00000579-50-26.12.31-SECD-23FF45EE;00000579;;;;;;
M-15-00000580-50-26.12.31-SECD-23FF45EE;00000580;;;;;;
M-15-00000581-50-26.12.31-SECD-23FF45EE;00000581;;;;;;
M-15-00000582-50-26.12.31-SECD-23FF45EE;00000582;;;;;;
M-15-00000583-50-26.12.31-SECD-23FF45EE;00000583;;;;;;
M-15-00000584-50-26.12.31-SECD-23FF45EE;00000584;;;;;;
M-15-00000585-50-26.12.31-SECD-23FF45EE;00000585;;;;;;
M-15-00000586-50-26.12.31-SECD-23FF45EE;00000586;;;;;;
M-15-00000587-50-26.12.31-SECD-23FF45EE;00000587;;;;;;
M-15-00000588-50-26.12.31-SECD-23FF45EE;00000588;;;;;;
M-15-00000589-50-26.12.31-SECD-23FF45EE;00000589;;;;;;
M-15-00000590-50-26.12.31-SECD-23FF45EE;00000590;;;;;;
M-15-00000591-50-26.12.31-SECD-23FF45EE;00000591;;;;;;
M-15-00000592-50-26.12.31-SECD-23FF45EE;00000592;;;;;;
M-15-00000593-50-26.12.31-SECD-23FF45EE;00000593;;;;;;
M-15-00000594-50-26.12.31-SECD-23FF45EE;00000594;;;;;;
M-15-00000595-50-26.12.31-SECD-23FF45EE;00000595;;;;;;
M-15-00000596-50-26.12.31-SECD-23FF45EE;00000596;;;;;;
M-15-00000597-50-26.12.31-SECD-23FF45EE;00000597;;;;;;
M-15-00000598-50-26.12.31-SECD-23FF45EE;00000598;;;;;;
M-15-00000599-50-26.12.31-SECD-23FF45EE;00000599;;;;;;
M-15-00000600-50-26.12.31-SECD-23FF45EE;00000600;;;;;;
M-15-00000601-50-26.12.31-SECD-23FF45EE;00000601;;;;;;
M-15-00000602-50-26.12.31-SECD-23FF45EE;00000602;;;;;;
M-15-00000603-50-26.12.31-SECD-23FF45EE;00000603;;;;;;
M-15-00000604-50-26.12.31-SECD-23FF45EE;00000604;;;;;;
M-15-00000605-50-26.12.31-SECD-23FF45EE;00000605;;;;;;
M-15-00000606-50-26.12.31-SECD-23FF45EE;00000606;;;;;;
M-15-00000607-50-26.12.31-SECD-23FF45EE;00000607;;;;;;
M-15-00000608-50-26.12.31-SECD-23FF45EE;00000608;;;;;;
M-15-00000609-50-26.12.31-SECD-23FF45EE;00000609;;;;;;
M-15-00000610-50-26.12.31-SECD-23FF45EE;00000610;;;;;;
M-15-00000611-50-26.12.31-SECD-23FF45EE;00000611;;;;;;
M-15-00000612-50-26.12.31-SECD-23FF45EE;00000612;;;;;;
M-15-00000613-50-26.12.31-SECD-23FF45EE;00000613;;;;;;
M-15-00000614-50-26.12.31-SECD-23FF45EE;00000614;;;;;;
M-15-00000615-50-26.12.31-SECD-23FF45EE;00000615;;;;;;
M-15-00000616-50-26.12.31-SECD-23FF45EE;00000616;;;;;;
M-15-00000617-50-26.12.31-SECD-23FF45EE;00000617;;;;;;
M-15-00000618-50-26.12.31-SECD-23FF45EE;00000618;;;;;;
M-15-00000619-50-26.12.31-SECD-23FF45EE;00000619;;;;;;
M-15-00000620-50-26.12.31-SECD-23FF45EE;00000620;;;;;;
M-15-00000621-50-26.12.31-SECD-23FF45EE;00000621;;;;;;
M-15-00000622-50-26.12.31-SECD-23FF45EE;00000622;;;;;;
M-15-00000623-50-26.12.31-SECD-23FF45EE;00000623;;;;;;
M-15-00000624-50-26.12.31-SECD-23FF45EE;00000624;;;;;;
M-15-00000625-50-26.12.31-SECD-23FF45EE;00000625;;;;;;
M-15-00000626-50-26.12.31-SECD-23FF45EE;00000626;;;;;;
M-15-00000627-50-26.12.31-SECD-23FF45EE;00000627;;;;;;
M-15-00000628-50-26.12.31-SECD-23FF45EE;00000628;;;;;;
M-15-00000629-50-26.12.31-SECD-23FF45EE;00000629;;;;;;
M-15-00000630-50-26.12.31-SECD-23FF45EE;00000630;;;;;;
M-15-00000631-50-26.12.31-SECD-23FF45EE;00000631;;;;;;
M-15-00000632-50-26.12.31-SECD-23FF45EE;00000632;;;;;;
M-15-00000633-50-26.12.31-SECD-23FF45EE;00000633;;;;;;
M-15-00000634-50-26.12.31-SECD-23FF45EE;00000634;;;;;;
M-15-00000635-50-26.12.31-SECD-23FF45EE;00000635;;;;;;
M-15-00000636-50-26.12.31-SECD-23FF45EE;00000636;;;;;;
M-15-00000637-50-26.12.31-SECD-23FF45EE;00000637;;;;;;
M-15-00000638-50-26.12.31-SECD-23FF45EE;00000638;;;;;;
M-15-00000639-50-26.12.31-SECD-23FF45EE;00000639;;;;;;
M-15-00000640-50-26.12.31-SECD-23FF45EE;00000640;;;;;;
M-15-00000641-50-26.12.31-SECD-23FF45EE;00000641;;;;;;
M-15-00000642-50-26.12.31-SECD-23FF45EE;00000642;;;;;;
M-15-00000643-50-26.12.31-SECD-23FF45EE;00000643;;;;;;
M-15-00000644-50-26.12.31-SECD-23FF45EE;00000644;;;;;;
M-15-00000645-50-26.12.31-SECD-23FF45EE;00000645;;;;;;
M-15-00000646-50-26.12.31-SECD-23FF45EE;00000646;;;;;;
M-15-00000647-50-26.12.31-SECD-23FF45EE;00000647;;;;;;
M-15-00000648-50-26.12.31-SECD-23FF45EE;00000648;;;;;;
M-15-00000649-50-26.12.31-SECD-23FF45EE;00000649;;;;;;
M-15-00000650-50-26.12.31-SECD-23FF45EE;00000650;;;;;;
M-15-00000651-50-26.12.31-SECD-23FF45EE;00000651;;;;;;
M-15-00000652-50-26.12.31-SECD-23FF45EE;00000652;;;;;;
M-15-00000653-50-26.12.31-SECD-23FF45EE;00000653;;;;;;
M-15-00000654-50-26.12.31-SECD-23FF45EE;00000654;;;;;;
M-15-00000655-50-26.12.31-SECD-23FF45EE;00000655;;;;;;
M-15-00000656-50-26.12.31-SECD-23FF45EE;00000656;;;;;;
M-15-00000657-50-26.12.31-SECD-23FF45EE;00000657;;;;;;
M-15-00000658-50-26.12.31-SECD-23FF45EE;00000658;;;;;;
M-15-00000659-50-26.12.31-SECD-23FF45EE;00000659;;;;;;
M-15-00000660-50-26.12.31-SECD-23FF45EE;00000660;;;;;;
M-15-00000661-50-26.12.31-SECD-23FF45EE;00000661;;;;;;
M-15-00000662-50-26.12.31-SECD-23FF45EE;00000662;;;;;;
M-15-00000663-50-26.12.31-SECD-23FF45EE;00000663;;;;;;
M-15-00000664-50-26.12.31-SECD-23FF45EE;00000664;;;;;;
M-15-00000665-50-26.12.31-SECD-23FF45EE;00000665;;;;;;
